customer_id,first_name,last_name,email,country,segment,signup_date,credit_limit,active_flag
CUST0001629,Patricia,Harris,patricia.harris418@example.com,Japan,E-Commerce,2025-11-07,1008.37,Y
CUST0001630,Joseph,Anderson,joseph.anderson345@example.com,India,Corporate,2018-09-09,3492.56,Y
CUST0001631,Patricia,Martin,patricia.martin113@example.com,France,E-Commerce,2021-02-23,7556.28,N
CUST0001632,Carlos,Thomas,carlos.thomas328@example.com,South Africa,Retail,2020-01-15,2635.27,Y
CUST0001633,Patricia,Lee,patricia.lee218@example.com,France,Corporate,2021-02-21,5966.81,N
CUST0001634,Michael,Ramirez,michael.ramirez190@example.com,France,Corporate,2022-01-29,8434.71,Y
CUST0001635,Linda,Miller,linda.miller686@example.com,USA,VIP,2019-06-18,13598.67,Y
CUST0001636,Mei,King,mei.king620@example.com,UAE,Wholesale,2025-04-17,1837.06,Y
CUST0001637,Raj,Garcia,raj.garcia909@example.com,Canada,Wholesale,2025-01-22,3048.43,Y
CUST0001638,Linda,Williams,linda.williams601@example.com,South Africa,Wholesale,2020-03-01,1326.83,Y
CUST0001639,Michael,Jones,michael.jones965@example.com,Japan,VIP,2021-11-05,24953.27,Y
CUST0001640,Yuki,Gonzalez,yuki.gonzalez547@example.com,Mexico,Wholesale,2018-06-29,13586.55,Y
CUST0001641,Carlos,Scott,carlos.scott729@example.com,France,VIP,2021-11-23,4382.18,Y
CUST0001642,Hans,Davis,hans.davis933@example.com,India,Retail,2023-06-01,9726.85,Y
CUST0001643,Omar,Johnson,omar.johnson171@example.com,Brazil,E-Commerce,2025-10-24,4179.83,N
CUST0001644,Charles,Williams,charles.williams979@example.com,Brazil,Retail,2025-10-12,5385.32,Y
CUST0001645,Priya,Young,priya.young702@example.com,Japan,VIP,2018-11-04,966.74,Y
CUST0001646,Omar,Harris,omar.harris576@example.com,Saudi Arabia,Corporate,2022-06-30,7538.01,Y
CUST0001647,Susan,Lopez,susan.lopez4@example.com,UK,VIP,2020-06-11,1183.19,Y
CUST0001648,James,Allen,james.allen467@example.com,Japan,VIP,2020-11-26,9245.44,Y
CUST0001649,Joseph,Jackson,joseph.jackson726@example.com,France,VIP,2019-05-03,8116.95,Y
CUST0001650,Robert,Wright,robert.wright244@example.com,France,Retail,2025-03-04,6667.78,Y
CUST0001651,Sarah,Rodriguez,sarah.rodriguez277@example.com,Singapore,Retail,2025-03-16,684.15,N
CUST0001652,Susan,Wright,susan.wright119@example.com,USA,E-Commerce,2025-02-04,2305.77,Y
CUST0001653,Mei,Lee,mei.lee86@example.com,Mexico,VIP,2020-12-17,2026.6,Y
CUST0001654,Carlos,Jackson,carlos.jackson333@example.com,USA,Retail,2021-12-27,2732.5,Y
CUST0001655,Sarah,Lopez,sarah.lopez263@example.com,USA,VIP,2025-05-16,958.62,N
CUST0001656,Michael,Harris,michael.harris969@example.com,Australia,E-Commerce,2025-01-09,14319.76,Y
CUST0001657,Olivia,Wilson,olivia.wilson837@example.com,China,Wholesale,2021-08-21,4534.97,Y
CUST0001658,Priya,Martinez,priya.martinez457@example.com,Germany,Corporate,2022-02-18,2322.99,Y
CUST0001659,Yuki,Garcia,yuki.garcia508@example.com,UK,Corporate,2020-01-28,3029.04,Y
CUST0001660,Barbara,Gonzalez,barbara.gonzalez584@example.com,China,Wholesale,2025-04-06,3463.82,Y
CUST0001661,Karen,Hernandez,karen.hernandez907@example.com,UK,Corporate,2025-09-16,5088.89,Y
CUST0001662,John,Martinez,john.martinez74@example.com,India,Wholesale,2023-02-07,4125.04,N
CUST0001663,Priya,Miller,priya.miller742@example.com,Japan,Wholesale,2026-02-24,13090.79,Y
CUST0001664,James,Miller,james.miller387@example.com,India,Retail,2019-03-27,3935.46,Y
CUST0001665,Robert,Rodriguez,robert.rodriguez255@example.com,Saudi Arabia,Retail,2021-01-01,24741.32,Y
CUST0001666,James,Smith,james.smith981@example.com,Saudi Arabia,Retail,2024-01-31,10033.33,Y
CUST0001667,Fatima,Garcia,fatima.garcia208@example.com,UK,Corporate,2026-07-09,1669.19,Y
CUST0001668,Hans,Hernandez,hans.hernandez315@example.com,UAE,Corporate,2019-09-25,13839.0,Y
CUST0001669,Liam,Moore,liam.moore643@example.com,Japan,Retail,2018-03-28,1118.56,Y
CUST0001670,Michael,Wright,michael.wright304@example.com,Canada,VIP,2022-08-29,9003.65,Y
CUST0001671,Joseph,Johnson,joseph.johnson233@example.com,India,Corporate,2019-08-27,2895.21,Y
CUST0001672,Charles,Anderson,charles.anderson944@example.com,South Africa,Corporate,2025-09-13,11017.62,Y
CUST0001673,Linda,Young,linda.young174@example.com,Canada,Wholesale,2019-02-21,10626.91,N
CUST0001674,Charles,Thompson,charles.thompson79@example.com,Brazil,E-Commerce,2019-04-30,-8697.56,Y
CUST0001675,Jennifer,Williams,jennifer.williams620@example.com,UK,Wholesale,2022-10-22,8303.96,Y
CUST0001676,Barbara,Ramirez,barbara.ramirez154@example.com,South Africa,E-Commerce,2025-01-03,2316.91,Y
CUST0001677,Wei,Miller,wei.miller278@example.com,South Africa,Corporate,2025-06-03,921.91,Y
CUST0001678,Thomas,Jones,thomas.jones808@example.com,USA,Wholesale,2025-05-10,3079.02,Y
CUST0001679,Elizabeth,,elizabeth.harris458@example.com,Mexico,Corporate,2018-10-03,1452.93,Y
CUST0001680,Sofia,Moore,sofia.moore149@example.com,Canada,E-Commerce,2019-06-07,6436.42,Y
CUST0001681,Raj,Thompson,raj.thompson327@example.com,China,Corporate,2023-05-26,2624.0,Y
CUST0001682,Carlos,Perez,carlos.perez142@example.com,Saudi Arabia,Wholesale,2022-04-19,19067.95,Y
CUST0001683,Sakura,Wright,sakura.wright547@example.com,China,VIP,2024-01-06,5621.78,Y
CUST0001684,Raj,Garcia,raj.garcia595@example.com,Mexico,Corporate,2023-11-29,9143.38,Y
CUST0001685,Joseph,Garcia,joseph.garcia241@example.com,UAE,Retail,2020-04-12,1210.84,N
CUST0001686,Mary,White,mary.white572@example.com,China,Wholesale,2019-03-28,10403.03,Y
CUST0001687,Wei,White,wei.white870@example.com,Singapore,Wholesale,2021-04-22,13304.01,Y
CUST0001688,Olivia,Clark,olivia.clark249@example.com,Germany,Wholesale,2018-08-17,3838.0,Y
CUST0001689,Linda,Martinez,linda.martinez387@example.com,Mexico,Retail,2025-10-22,5160.23,N
CUST0001690,Mei,Brown,mei.brown719@example.com,Canada,VIP,2018-10-30,7736.8,Y
CUST0001691,David,Johnson,david.johnson151@example.com,UAE,Wholesale,2018-11-20,1460.88,Y
CUST0001692,James,Clark,james.clark154@example.com,Saudi Arabia,Wholesale,2023-04-09,3991.46,Y
CUST0001693,Layla,Martin,layla.martin482@example.com,India,E-Commerce,2022-12-24,3043.0,Y
CUST0001694,James,Jackson,james.jackson114@example.com,UK,Retail,2025-03-16,1291.31,Y
CUST0001695,Barbara,Allen,barbara.allen165@example.com,USA,Corporate,2022-10-02,2790.65,Y
CUST0001696,Ingrid,Scott,ingrid.scott729@example.com,Singapore,E-Commerce,2024-06-01,853.04,Y
CUST0001697,Joseph,Ramirez,joseph.ramirez954@example.com,UK,E-Commerce,2019-01-12,630.75,Y
CUST0001698,William,Wilson,william.wilson411@example.com,Brazil,Retail,2020-06-15,1226.09,Y
CUST0001699,Olivia,Jones,olivia.jones837@example.com,Mexico,Corporate,2023-05-10,16999.77,Y
CUST0001700,Priya,Harris,priya.harris169@example.com,USA,E-Commerce,2025-04-02,4487.31,Y
CUST0001701,Sarah,Miller,sarah.miller107@example.com,Canada,E-Commerce,2024-10-06,17380.89,Y
CUST0001702,Fatima,Johnson,fatima.johnson246@example.com,France,Wholesale,2024-01-28,3332.55,Y
CUST0001703,Susan,Smith,susan.smith775@example.com,South Africa,E-Commerce,2020-02-08,2368.5,Y
CUST0001704,Robert,Thomas,robert.thomas276@example.com,Canada,VIP,2024-05-02,4027.53,Y
CUST0001705,Yuki,Williams,yuki.williams50@example.com,UAE,Retail,2021-06-18,3394.73,Y
CUST0001706,Wei,Jackson,wei.jackson982@example.com,India,VIP,2020-03-09,1058.37,Y
CUST0001707,Priya,Thompson,priya.thompson998@example.com,UK,Retail,2021-09-19,5619.75,Y
CUST0001708,Omar,Miller,omar.miller515@example.com,Saudi Arabia,Wholesale,2018-04-08,1716.97,Y
CUST0001709,Raj,Walker,raj.walker601@example.com,Singapore,Retail,2021-04-03,5332.5,Y
CUST0001710,Ingrid,Garcia,ingrid.garcia907@example.com,Australia,Retail,2026-01-21,5751.98,Y
CUST0001711,Susan,Martinez,susan.martinez788@example.com,Mexico,Wholesale,2023-08-17,1324.52,Y
CUST0001712,Layla,Perez,layla.perez459@example.com,Saudi Arabia,Wholesale,2021-10-20,816.56,Y
CUST0001713,Sofia,Williams,sofia.williams913@example.com,Mexico,Corporate,2020-09-06,8087.98,Y
CUST0001714,John,Martinez,john.martinez581@example.com,Australia,Corporate,2019-02-03,3579.08,Y
CUST0001715,Elizabeth,Martin,elizabeth.martin561@example.com,Singapore,Retail,2023-08-06,799.62,Y
CUST0001716,Ahmed,Hernandez,ahmed.hernandez957@example.com,France,Wholesale,2018-10-07,26859.66,Y
CUST0001717,Mei,Thompson,mei.thompson92@example.com,Canada,Wholesale,2025-12-20,797.59,Y
CUST0001718,Thomas,Walker,thomas.walker263@example.com,Saudi Arabia,Corporate,2025-04-17,6437.8,N
CUST0001719,Linda,Young,linda.young41@example.com,UAE,E-Commerce,2022-07-01,21076.49,Y
CUST0001720,William,Lewis,william.lewis376@example.com,Japan,VIP,2021-07-08,1866.79,Y
CUST0001721,Carlos,Allen,carlos.allen461@example.com,France,Retail,2024-12-17,1267.21,N
CUST0001722,Patricia,Thomas,patricia.thomas717@example.com,Singapore,VIP,2018-02-02,1147.04,Y
CUST0001723,Michael,Jackson,michael.jackson385@example.com,UK,VIP,2022-06-24,2306.82,Y
CUST0001724,Joseph,Harris,joseph.harris896@example.com,China,Retail,2021-11-30,1032.62,Y
CUST0001725,Liam,Robinson,liam.robinson112@example.com,Canada,Wholesale,2026-03-17,6390.9,Y
CUST0001726,Priya,Ramirez,priya.ramirez205@example.com,India,E-Commerce,2018-09-22,821.58,Y
CUST0001727,Sakura,Wilson,sakura.wilson720@example.com,Mexico,Corporate,2019-04-14,4060.86,Y
CUST0001728,Robert,Wright,robert.wright160@example.com,China,Wholesale,2025-03-07,29064.4,Y
CUST0001729,Robert,Harris,robert.harris64@example.com,South Africa,E-Commerce,2022-10-28,8909.24,N
CUST0001730,Susan,,susan.brown217@example.com,Singapore,Retail,2026-07-05,5275.41,Y
CUST0001731,Sarah,Taylor,sarah.taylor651@example.com,UK,Retail,2019-08-04,2328.24,Y
CUST0001732,Priya,Garcia,priya.garcia306@example.com,Singapore,Corporate,2022-09-16,5389.45,Y
CUST0001733,Thomas,Lopez,thomas.lopez851@example.com,USA,Retail,2022-10-22,4243.74,Y
CUST0001734,Karen,Hernandez,karen.hernandez204@example.com,UAE,Corporate,2023-05-27,3276.36,Y
CUST0001735,David,Ramirez,david.ramirez364@example.com,South Africa,VIP,2022-05-13,1200.39,Y
CUST0001736,Olivia,Gonzalez,olivia.gonzalez80@example.com,Mexico,VIP,2024-11-30,11384.36,Y
CUST0001737,Ahmed,Smith,ahmed.smith155@example.com,South Africa,Corporate,2019-08-28,3487.23,Y
CUST0001738,Ahmed,Davis,ahmed.davis812@example.com,Australia,Corporate,2020-12-12,1582.22,Y
CUST0001739,James,Lewis,james.lewis966@example.com,Singapore,Wholesale,2025-02-11,2792.43,Y
CUST0001740,Michael,Williams,michael.williams224@example.com,Mexico,Wholesale,2022-09-18,3173.28,Y
CUST0001741,David,Harris,david.harris222@example.com,UAE,Wholesale,2020-02-22,9287.89,N
CUST0001742,James,White,james.white834@example.com,UAE,Retail,2021-05-21,7114.05,Y
CUST0001743,Omar,Davis,omar.davis717@example.com,China,Corporate,2022-08-23,7833.29,Y
CUST0001744,Wei,Wright,wei.wright437@example.com,Japan,E-Commerce,2019-04-10,555.46,N
CUST0001745,Ingrid,Ramirez,ingrid.ramirez383@example.com,UK,VIP,2024-09-02,3190.59,Y
CUST0001746,Sofia,Harris,sofia.harris292@example.com,Singapore,Corporate,2025-02-10,3782.57,Y
CUST0001747,Michael,Garcia,michael.garcia826@example.com,Singapore,Retail,2019-01-03,596.89,Y
CUST0001748,Carlos,Miller,,Mexico,VIP,2024-02-10,2004.26,Y
CUST0001749,Hans,Allen,hans.allen596@example.com,Saudi Arabia,Retail,2025-06-27,7641.62,Y
CUST0001750,Carlos,Wilson,carlos.wilson229@example.com,Saudi Arabia,Corporate,2024-03-09,1237.34,Y
CUST0001751,Richard,Walker,richard.walker974@example.com,Canada,E-Commerce,2023-03-16,4331.93,Y
CUST0001752,Priya,Smith,priya.smith963@example.com,UAE,Wholesale,2023-09-10,1711.64,Y
CUST0001753,Thomas,Martin,thomas.martin859@example.com,South Africa,Corporate,2025-07-20,560.97,Y
CUST0001754,Carlos,Williams,carlos.williams16@example.com,USA,Wholesale,2022-03-14,1880.09,Y
CUST0001755,Layla,Lee,layla.lee344@example.com,UK,VIP,2022-10-28,19122.28,Y
CUST0001756,Priya,Gonzalez,priya.gonzalez632@example.com,Australia,Corporate,2018-07-31,8585.77,Y
CUST0001757,Sofia,Rodriguez,sofia.rodriguez962@example.com,Australia,Corporate,2026-03-02,16541.74,Y
CUST0001758,Ahmed,King,ahmed.king163@example.com,India,Wholesale,2019-02-12,3845.73,Y
CUST0001759,William,Allen,william.allen122@example.com,Australia,VIP,2022-05-25,1081.19,Y
CUST0001760,Thomas,Scott,thomas.scott163@example.com,UAE,Wholesale,2019-01-17,4469.92,Y
CUST0001761,Sofia,Smith,sofia.smith644@example.com,Saudi Arabia,VIP,2019-09-19,3529.14,Y
CUST0001762,Liam,Garcia,liam.garcia586@example.com,India,Retail,2026-04-29,9800.95,Y
CUST0001763,Ingrid,Thompson,ingrid.thompson192@example.com,Germany,Wholesale,2021-05-01,1016.16,Y
CUST0001764,Jessica,Harris,jessica.harris789@example.com,France,Retail,2021-01-31,3849.51,Y
CUST0001765,Elizabeth,Johnson,elizabeth.johnson654@example.com,Brazil,Retail,2019-03-31,1312.88,Y
CUST0001766,Linda,Miller,linda.miller146@example.com,France,E-Commerce,2020-01-10,2462.81,Y
CUST0001767,Sakura,White,sakura.white935@example.com,Singapore,Wholesale,2022-05-20,7184.8,Y
CUST0001768,Mary,Clark,mary.clark76@example.com,China,Retail,2020-05-11,3731.49,Y
CUST0001769,Raj,Lee,raj.lee649@example.com,South Africa,Corporate,2019-10-22,2857.13,Y
CUST0001770,James,Lopez,james.lopez676@example.com,Brazil,VIP,2018-05-09,3008.31,Y
CUST0001771,Fatima,Thompson,fatima.thompson496@example.com,Brazil,VIP,2024-02-17,3575.81,Y
CUST0001772,Layla,Taylor,layla.taylor949@example.com,Canada,Wholesale,2024-10-18,8185.97,Y
CUST0001773,Mary,King,mary.king525@example.com,Saudi Arabia,Wholesale,2020-06-04,11632.04,Y
CUST0001774,Linda,Wilson,linda.wilson31@example.com,UAE,Wholesale,2020-06-19,16042.79,Y
CUST0001775,William,Moore,william.moore281@example.com,China,Wholesale,2019-01-12,8230.05,Y
CUST0001776,Olivia,Jackson,olivia.jackson479@example.com,Mexico,Corporate,2022-11-22,2394.65,Y
CUST0001777,Priya,Gonzalez,priya.gonzalez257@example.com,UK,Wholesale,2025-09-15,6325.92,Y
CUST0001778,Sarah,Sanchez,sarah.sanchez106@example.com,Brazil,VIP,2021-06-30,3377.74,Y
CUST0001779,Susan,Young,susan.young444@example.com,South Africa,Corporate,2022-10-02,1969.65,Y
CUST0001780,Sarah,Lee,sarah.lee638@example.com,Canada,VIP,2022-04-18,9690.22,Y
CUST0001781,Wei,White,wei.white920@example.com,Australia,Retail,2023-01-15,695.92,Y
CUST0001782,Robert,Allen,robert.allen260@example.com,Brazil,Corporate,2021-04-17,12101.81,Y
CUST0001783,Layla,Thompson,layla.thompson408@example.com,USA,Retail,2020-01-07,3594.63,Y
CUST0001784,Sofia,Lopez,sofia.lopez367@example.com,Germany,Retail,2020-05-31,5569.54,Y
CUST0001785,Mei,Martinez,mei.martinez799@example.com,UAE,Retail,2018-02-09,5884.56,Y
CUST0001786,James,Perez,james.perez219@example.com,China,VIP,2021-08-10,11774.58,Y
CUST0001787,Olivia,Jones,olivia.jones395@example.com,France,VIP,2020-05-19,5562.21,Y
CUST0001788,Michael,Scott,michael.scott285@example.com,Mexico,VIP,2025-07-12,5258.73,Y
CUST0001789,Carlos,Ramirez,carlos.ramirez326@example.com,Singapore,E-Commerce,2020-03-22,844.89,Y
CUST0001790,Sakura,Young,sakura.young48@example.com,France,Corporate,2019-05-04,4153.29,Y
CUST0001791,David,Lee,david.lee606@example.com,India,Wholesale,2024-06-18,1313.59,Y
CUST0001792,Mary,Smith,mary.smith934@example.com,China,E-Commerce,2019-06-21,7186.26,Y
CUST0001793,Priya,Williams,priya.williams918@example.com,Japan,VIP,2018-06-10,4089.47,Y
CUST0001794,Mary,Jones,mary.jones482@example.com,Canada,Corporate,2026-02-10,6200.73,Y
CUST0001795,Ahmed,Thompson,ahmed.thompson410@example.com,Canada,VIP,2021-07-06,712.83,Y
CUST0001796,Patricia,Sanchez,patricia.sanchez306@example.com,Mexico,Corporate,2023-07-14,943.02,Y
CUST0001797,Linda,White,linda.white961@example.com,Brazil,Retail,2018-04-30,6799.6,Y
CUST0001798,James,Rodriguez,james.rodriguez108@example.com,UAE,Corporate,2020-07-16,874.07,Y
CUST0001799,Richard,White,richard.white836@example.com,South Africa,VIP,2018-01-21,869.61,N
CUST0001800,Patricia,Taylor,patricia.taylor905@example.com,Saudi Arabia,Retail,2019-03-30,560.91,Y
CUST0001801,Karen,Jones,karen.jones271@example.com,UAE,VIP,2022-04-04,16175.13,Y
CUST0001802,David,Rodriguez,david.rodriguez598@example.com,China,Retail,2019-06-02,7187.68,Y
CUST0001803,Elizabeth,Clark,elizabeth.clark653@example.com,China,Retail,2023-11-08,2678.99,Y
CUST0001804,Yuki,Young,yuki.young288@example.com,UAE,Corporate,2020-07-14,2258.69,Y
CUST0001805,Charles,Garcia,,Japan,Wholesale,2025-05-25,2651.63,Y
CUST0001806,Susan,Jones,susan.jones77@example.com,China,Retail,2020-05-20,7950.58,Y
CUST0001807,Susan,Robinson,susan.robinson839@example.com,India,Wholesale,2023-06-21,5914.25,Y
CUST0001808,Susan,King,susan.king527@example.com,Singapore,E-Commerce,2026-07-12,1524.04,N
CUST0001809,Ingrid,Martinez,ingrid.martinez869@example.com,Japan,Retail,2019-06-17,1456.46,Y
CUST0001810,Mei,Harris,mei.harris999@example.com,China,VIP,2023-10-05,1017.9,Y
CUST0001811,Priya,Gonzalez,priya.gonzalez71@example.com,France,Corporate,2019-11-04,5898.5,Y
CUST0001812,Michael,Martinez,michael.martinez473@example.com,South Africa,Retail,2026-05-10,7727.52,Y
CUST0001813,Mary,Robinson,mary.robinson192@example.com,France,Retail,2023-05-05,2039.74,Y
CUST0001814,Hans,Thompson,hans.thompson272@example.com,Canada,VIP,2018-12-11,605.84,Y
CUST0001815,Susan,Martinez,susan.martinez407@example.com,Japan,Corporate,2023-09-12,928.72,Y
CUST0001816,Hans,Moore,hans.moore379@example.com,Canada,Retail,2025-04-10,17688.28,Y
CUST0001817,Sofia,Gonzalez,sofia.gonzalez302@example.com,Germany,Corporate,2019-12-25,2250.94,Y
CUST0001818,Layla,Young,layla.young532@example.com,India,Retail,2025-08-22,7831.52,Y
CUST0001819,Jessica,Davis,jessica.davis225@example.com,Canada,Retail,2018-05-27,5399.66,Y
CUST0001820,Jessica,Jones,jessica.jones545@example.com,Canada,E-Commerce,2020-07-16,2905.85,Y
CUST0001821,Priya,Sanchez,priya.sanchez403@example.com,Canada,Wholesale,2026-03-26,1651.39,Y
CUST0001822,Sarah,Young,sarah.young211@example.com,UK,Wholesale,2021-11-24,1147.05,Y
CUST0001823,Charles,Smith,charles.smith97@example.com,UK,VIP,2025-11-09,5272.73,Y
CUST0001824,Karen,Thomas,karen.thomas175@example.com,UAE,Retail,2019-11-14,7950.14,Y
CUST0001825,Ingrid,Martinez,ingrid.martinez986@example.com,USA,Corporate,2022-10-19,5662.78,Y
CUST0001826,Barbara,Taylor,barbara.taylor903@example.com,Canada,Wholesale,2025-08-14,4278.33,Y
CUST0001827,James,Thompson,james.thompson993@example.com,China,VIP,2018-01-05,714.28,Y
CUST0001828,Jessica,Walker,jessica.walker113@example.com,USA,Retail,2024-05-12,17787.06,Y
CUST0001829,Charles,Anderson,charles.anderson538@example.com,Japan,Wholesale,2026-06-20,8515.15,Y
CUST0001830,Michael,Miller,michael.miller312@example.com,Saudi Arabia,E-Commerce,2023-01-28,2232.36,Y
CUST0001831,Wei,Wright,wei.wright264@example.com,Australia,Corporate,2020-11-04,20052.7,Y
CUST0001832,James,Thompson,james.thompson309@example.com,Mexico,E-Commerce,2023-10-23,5105.03,Y
CUST0001833,Yuki,Davis,yuki.davis277@example.com,Australia,VIP,2026-03-02,4866.43,Y
CUST0001834,Elizabeth,Clark,elizabeth.clark877@example.com,Germany,Wholesale,2022-01-03,7393.08,Y
CUST0001835,Jessica,Ramirez,jessica.ramirez369@example.com,Germany,Retail,2020-03-04,8850.45,N
CUST0001836,Raj,Miller,raj.miller989@example.com,France,VIP,2023-01-15,5842.53,N
CUST0001837,Layla,Lopez,layla.lopez272@example.com,South Africa,E-Commerce,2021-09-18,1185.38,Y
CUST0001838,Carlos,Moore,carlos.moore317@example.com,Germany,Retail,2024-07-01,2564.47,Y
CUST0001839,Fatima,Davis,fatima.davis444@example.com,Saudi Arabia,Corporate,2024-05-10,13661.26,N
CUST0001840,Wei,Jackson,wei.jackson113@example.com,USA,Corporate,2025-09-08,1771.98,Y
CUST0001841,Elizabeth,King,elizabeth.king990@example.com,France,VIP,2024-04-05,-2827.41,Y
CUST0001842,Karen,Young,karen.young296@example.com,Canada,E-Commerce,2018-03-05,3328.85,Y
CUST0001843,Susan,Jackson,susan.jackson846@example.com,Brazil,Retail,2018-08-06,3393.78,Y
CUST0001844,James,Ramirez,james.ramirez361@example.com,Australia,Retail,2018-07-24,5245.87,Y
CUST0001845,Wei,Jackson,wei.jackson805@example.com,Singapore,VIP,2025-06-18,14830.18,N
CUST0001846,Olivia,Martinez,olivia.martinez977@example.com,Canada,E-Commerce,2019-08-08,1876.74,N
CUST0001847,Richard,Ramirez,richard.ramirez600@example.com,South Africa,Retail,2021-04-06,1147.7,Y
CUST0001848,Yuki,Thompson,yuki.thompson255@example.com,Saudi Arabia,Corporate,2022-09-27,1599.93,Y
CUST0001849,Michael,Taylor,michael.taylor943@example.com,France,VIP,2021-06-26,11398.52,Y
CUST0001850,Sofia,Lee,sofia.lee824@example.com,Brazil,Wholesale,2025-08-30,5689.62,Y
CUST0001851,Thomas,Rodriguez,thomas.rodriguez427@example.com,Japan,Wholesale,2021-05-18,2183.71,Y
CUST0001852,Karen,Robinson,karen.robinson559@example.com,UK,Corporate,2022-11-25,8962.66,Y
CUST0001853,Layla,Lewis,layla.lewis711@example.com,UAE,VIP,2025-09-07,10379.73,Y
CUST0001854,Ingrid,Thompson,ingrid.thompson438@example.com,China,Corporate,2022-08-08,9870.74,Y
CUST0001855,Olivia,Johnson,olivia.johnson981@example.com,Saudi Arabia,Corporate,2018-12-29,13062.0,Y
CUST0001856,Karen,Thomas,karen.thomas595@example.com,Japan,E-Commerce,2019-06-06,1953.37,Y
CUST0001857,Charles,Brown,charles.brown774@example.com,Singapore,Corporate,2019-05-31,7533.34,Y
CUST0001858,James,Robinson,james.robinson827@example.com,Saudi Arabia,VIP,2023-03-01,3585.93,Y
CUST0001859,Jennifer,Brown,jennifer.brown277@example.com,Singapore,Retail,2021-09-27,9725.76,Y
CUST0001860,Charles,Walker,charles.walker708@example.com,UAE,Retail,2019-05-13,7018.79,Y
CUST0001861,Omar,Brown,omar.brown719@example.com,Germany,VIP,2019-08-14,7990.54,Y
CUST0001862,Sakura,Rodriguez,sakura.rodriguez229@example.com,South Africa,Wholesale,2021-05-17,5837.92,Y
CUST0001863,James,,james.young639@example.com,Mexico,Wholesale,2019-04-15,1476.6,Y
CUST0001864,Elizabeth,Davis,elizabeth.davis533@example.com,Canada,Wholesale,2020-04-16,4437.59,Y
CUST0001865,Mary,Allen,mary.allen455@example.com,India,Retail,2019-05-14,21389.63,Y
CUST0001866,Yuki,Lopez,yuki.lopez840@example.com,Germany,VIP,2020-12-02,14354.0,Y
CUST0001867,Hans,Davis,hans.davis443@example.com,UK,Retail,2020-01-27,720.67,Y
CUST0001868,Jessica,Hernandez,jessica.hernandez524@example.com,Mexico,VIP,2020-03-31,1400.51,Y
CUST0001869,Charles,Jackson,charles.jackson684@example.com,Canada,VIP,2023-07-13,1206.26,Y
CUST0001870,Sarah,Sanchez,sarah.sanchez396@example.com,Mexico,Retail,2023-03-16,6972.77,Y
CUST0001871,Sofia,Martinez,sofia.martinez29@example.com,France,Corporate,2019-05-08,9012.85,Y
CUST0001872,James,Martin,james.martin35@example.com,Australia,VIP,2022-12-26,1700.89,Y
CUST0001873,Wei,Rodriguez,wei.rodriguez480@example.com,South Africa,Corporate,2021-02-08,4024.61,Y
CUST0001874,David,Thompson,david.thompson513@example.com,Singapore,VIP,2020-05-13,9684.93,Y
CUST0001875,Layla,Harris,layla.harris526@example.com,Canada,Wholesale,2025-05-10,7098.82,Y
CUST0001876,Fatima,Robinson,fatima.robinson733@example.com,Singapore,Wholesale,2021-02-14,4407.02,Y
CUST0001877,Karen,Sanchez,karen.sanchez70@example.com,South Africa,Corporate,2022-03-23,4962.23,N
CUST0001878,Barbara,Allen,barbara.allen795@example.com,Australia,VIP,2020-11-27,4050.05,Y
CUST0001879,Ahmed,Thompson,ahmed.thompson599@example.com,Brazil,Corporate,2018-10-04,2265.89,Y
CUST0001880,David,Anderson,david.anderson99@example.com,Australia,Retail,2023-08-08,4662.3,N
CUST0001881,Yuki,Lee,yuki.lee779@example.com,Germany,Wholesale,2019-03-08,6337.97,Y
CUST0001882,Barbara,Harris,barbara.harris774@example.com,India,Retail,2018-09-11,10830.57,Y
CUST0001883,Linda,Williams,linda.williams868@example.com,Mexico,Retail,2022-12-14,5557.01,Y
CUST0001884,Mary,Lopez,mary.lopez329@example.com,Canada,Corporate,2022-03-27,7659.0,Y
CUST0001885,Olivia,Gonzalez,olivia.gonzalez201@example.com,France,Corporate,2022-11-28,1372.19,Y
CUST0001886,Joseph,Gonzalez,joseph.gonzalez760@example.com,UK,Corporate,2023-12-05,3595.37,Y
CUST0001887,Richard,Garcia,richard.garcia597@example.com,USA,Retail,2020-04-13,546.88,Y
CUST0001888,William,Smith,william.smith369@example.com,Saudi Arabia,Corporate,2024-05-16,1916.32,Y
CUST0001889,John,Perez,john.perez190@example.com,Australia,VIP,2023-07-26,6981.57,Y
CUST0001890,Susan,Walker,susan.walker513@example.com,UAE,E-Commerce,2024-12-08,24524.18,Y
CUST0001891,William,Jones,william.jones450@example.com,India,Corporate,2018-10-18,1022.24,Y
CUST0001892,William,King,william.king306@example.com,Canada,Retail,2023-08-05,3066.6,Y
CUST0001893,Liam,Perez,liam.perez24@example.com,Germany,E-Commerce,2020-10-26,8548.96,Y
CUST0001894,Wei,Jones,wei.jones894@example.com,Singapore,Wholesale,2021-03-25,1641.0,Y
CUST0001895,Jessica,King,jessica.king955@example.com,Brazil,VIP,2021-07-02,4549.36,Y
CUST0001896,Patricia,Wright,patricia.wright715@example.com,South Africa,Retail,2024-07-15,7103.87,Y
CUST0001897,Thomas,Johnson,thomas.johnson34@example.com,UAE,Corporate,2020-12-04,5285.37,Y
CUST0001898,Patricia,Rodriguez,patricia.rodriguez210@example.com,Japan,E-Commerce,2026-06-30,1541.43,Y
